name,address,phone,website,email,instagram,cuisine,opening_hours,lat,lon,osm_id
Surya,"Ceintuurbaan 147-H, 1072GB, Amsterdam",+31 20 676 7985,https://www.suryarestaurant.nl/surya-amsterdam/,,,indian,,52.3532798,4.8936621,2817611189
Sababa de Pijp,"Albert Cuypstraat 20-H, 1072CT, Amsterdam",+31 20 2156008,https://sababa.nu/elementor-1230/,info@sababa.nu,@sababa.food,arab,Mo-Th 17:00-21:30;Fr-Su 12:00-21:30,52.3544759,4.8882341,2817611778
L'Antica Pizzeria da Michele,"Eerste Van der Helststraat 72-H, 1072NZ, Amsterdam",+31 20 358 6942,https://www.pizzeriadamichele.nl/,,,pizza,"Mo-We,Su 11:00-24:00; Th-Sa 11:00-01:00",52.3547973,4.8933357,2817613366
Mastino pizza,"Eerste Van der Helststraat 78H, 1072NZ, Amsterdam",,,,,,,52.3546777,4.8933985,2817613855
Restaurant Maydanoz,"Ceintuurbaan 9-H, 1072ER, Amsterdam",,https://maydanoz-amsterdam.nl/,,,mediterranean,,52.3524595,4.8873293,2817614291
Sjefietshe,"Van Ostadestraat 1, 1072SL, Amsterdam",,https://sjefietshe.nl,,,,,52.3515985,4.8868922,2817628524
Tasty Indian Bites / Amantra,"Ceintuurbaan 232-H, 1072GE, Amsterdam",+31 20 341 9970,https://www.tastyindianbites.nl/,,,,,52.3523179,4.8888059,2817631417
Omahe,"Ruysdaelkade 251, 1072AX, Amsterdam",+31 6 24 77 68 79,https://omahe.nl,,,indonesian,Mo-Th 17:00-22:00; Fr-Su 12:00-22:00,52.3498779,4.8869036,2817631918
Hayran,"Tweede Van der Helststraat 12-H, 1072PC, Amsterdam",+31 20 671 2907,https://hayran.nl/,,,turkish,"Mo 16:00-24:00; Tu-Fr 00:00-00:45,16:00-24:00; Sa 00:00-01:45,16:00-24:00; Su 00:00-00:45",52.3526875,4.8946506,2817708872
BACK,"Ceintuurbaan 344-H, 1072GP, Amsterdam",+31 20 363 9940,https://www.back-food.nl/,info@back-food.nl,@back.food,,Mo-Su 11:30-21:30,52.353027,4.8941337,2817713925
CousCous Club,"Ceintuurbaan 346-H, 1072GP, Amsterdam",+31 20 673 3539,https://www.couscousclub.nl/,,,arab,Tu-Su 17:00-22:00,52.3530499,4.8942041,2817713935
The Bab,"Cornelis Troostplein 3E, 1072JJ, Amsterdam",,https://www.thebab.company/,,,korean,"Mo-Th 12:00-20:00, Sa 13:00-20:30, Su 13:00-20:00",52.3512348,4.8917504,2817715174
I Love Sushi,"Cornelis Troostplein 5-H, 1072JJ, Amsterdam",,https://ilovesushi.nl/location/i-love-sushi-amsterdam-zuid-2/,,,sushi,,52.3511997,4.8918113,2817715781
Perry's Eethuis,"Cornelis Troostplein 7-H, 1072JJ, Amsterdam",+31 20 670 9687,https://www.perrysamsterdam.nl,,,,Mo-Sa 11:00-22:00; Su off,52.3511631,4.8918573,2817716456
Renato's Osteria,"Van der Helstplein 17, 1073AR, Amsterdam",,https://www.renatos.nl/renatos-osteria-amsterdam/,,,italian,,52.3515044,4.8952191,2817777876
Nazka,"Van Ostadestraat 352-1, 1073TZ, Amsterdam",,https://www.nazka.nu/,,,peruvian,,52.3537215,4.9017981,2817781285
Firma Pekelhaaring,"Van Woustraat 129, 1074AH, Amsterdam",,,,,,,52.3532513,4.9027472,2817834173
Sranant Food,"Ceintuurbaan 432, 1074EB, Amsterdam",+31 20 662 2018,,,,,Tu-Su 13:00-21:30; Mo 17:00-21:30,52.3550748,4.90261,2817835828
Rayleigh & Ramsay,"Van Woustraat 97-1, 1074AG, Amsterdam",,,,,,,52.3542455,4.9019143,2817837739
Sab's Deli,"Scheldeplein 20, 1078GR, Amsterdam",+31 6 14218924,https://www.sabsdeli.nl/,,,deli,Mo-Sa 10:00-17:00,52.3444767,4.8898804,2817924003
d'Overkant,"Scheldestraat 105-H, 1078GJ, Amsterdam",+31 20 679 7366,https://overkant.nl/,info@overkant.nl,,,,52.3447001,4.8910397,2818004931
Mangiamore,"Maasstraat 12-H, 1078HJ, Amsterdam",+31 20 233 1577,https://mangiamore.nl,info@mangiamore.nl,,italian;pizza,,52.3474013,4.8949753,2818005550
Het Bestekje,"Scheldestraat 87, 1078GJ, Amsterdam",,,,,,,52.3451951,4.8911242,2818009899
Sophie Eats,"Maasstraat 88, 1078HM, Amsterdam",+31 20 772 4724,https://sophieeats.nl/,,,deli,Mo-Fr 10:00-17:00; Sa 09:00-17:00,52.3446447,4.8949165,2818009900
Buffalo Steakhouse,"Scheldestraat 93, 1078GJ, Amsterdam",,,,,steak_house,,52.3450776,4.8911003,2818010347
Orbit,"Scheldestraat 95, 1078GJ, Amsterdam",+31 20 672 2922,https://www.restaurantorbit.nl/,,,asian,Mo-Su 15:00-23:00,52.3450261,4.8910965,2818010355
Yuan's Hot Pot,"Rijnstraat 51-H, 1078PZ, Amsterdam",+31 6 26265858,https://www.yuanhotpot.com/,,,chinese,Mo-Su 17:00-23:30,52.3469713,4.9052269,2818166893
Cafe Remouillage,"Trompenburgstraat 111, 1079TV, Amsterdam",,https://cafe.remouillage.com/,,,,Tu-Sa 18:30-22:00,52.3439034,4.9069875,2818247976
La Maria,"Vechtstraat 79, 1079JB, Amsterdam",+31 20 644 07 12,https://www.restaurantlamaria.com/,,,spanish,,52.343986,4.9074269,2818256470
Alles voor de lunch,"Uiterwaardenstraat 98A, 1079CE, Amsterdam",,,,,,,52.3431604,4.9077293,2818257156
Bar & Bistro River,"Waalstraat 103, 1079DT, Amsterdam",+31 20 290 0005,https://barbistroriver.nl/,info@barbistroriver.nl,@barbistroriver,french,Tu-Su 17:00-01:00,52.3427302,4.902249,2818332996
Max Ten,"De Mirandalaan 9, 1079PA, Amsterdam",,https://www.maxten.nl/,,,,,52.3388889,4.9023221,2818476149
Meat Me Kosher,"Kastelenstraat 65, 1083CC, Amsterdam",,https://www.facebook.com/MeatMeKosher/,,,kosher,,52.3259468,4.8834472,2818708251
Hwa Won,"Nederhoven 15, 1083AM, Amsterdam",,,,,korean,,52.3243218,4.8846816,2818731478
Restaurant Korea,"Van Boshuizenstraat 207, 1083AW, Amsterdam",,https://www.restaurant-korea.nl/,,,korean,,52.324597,4.8851788,2818732696
Kokohili,"Nederhoven 7, 1083AM, Amsterdam",,https://www.kokohili.net/,,,japanese,,52.3245345,4.8846736,2818739006
Khan,"Nederhoven 9, 1083AM, Amsterdam",,https://www.restaurantkhan.nl/,,,korean,,52.3244421,4.8846818,2818739066
Holi Indian Restaurant,"Kastelenstraat 105, 1082EB, Amsterdam",,https://holiamsterdam.nl/,,,indian,,52.3258838,4.8792379,2818782230
Wan Shun restaurant,"Kastelenstraat 110, 1082EJ, Amsterdam",,https://www.wanshunrestaurant.com/,,,chinese,,52.3261764,4.8789368,2818782277
Salento Latino,"Kastelenstraat 172, 1082EJ, Amsterdam",+31 6 21242682,https://salentolatino.nl/,hola@salentolatino.com,@salentolatino,columbian,Tu-Sa 14:00-23:00; Su 13:00-23:00,52.3261016,4.8746776,2818784952
Gusto di Casto,"Van Leijenberghlaan 218, 1082DC, Amsterdam",+31 20 6448903,https://www.gustodicasto.nl/,,,,,52.3307987,4.8788883,2818829678
Bistro G.P. by George,"Van Leijenberghlaan 252, 1082DC, Amsterdam",,https://www.bistrogelderlandplein.nl/,,,,,52.3306459,4.8788901,2818830925
't Zusje,"Van Leijenberghlaan 320, 1082DD, Amsterdam",+31 20 7220606,https://zusje.nl/onze-zusjes/amsterdam/,,,tapas,,52.3285656,4.877931,2818832164
Youn,"Willem van Weldammelaan 4, 1082KV, Amsterdam",,https://youn.nl,,,korean,,52.3317455,4.8754298,2818833945
Yuan's Hot Pot,"Arent Janszoon Ernststraat 589A, 1082LD, Amsterdam",,https://www.yuanhotpot.com/,,,chinese,,52.3319201,4.8769466,2818835702
De Japanner,"George Gershwinplein 1, 1082MV, Amsterdam",,,,,,,52.335794,4.8742974,2818885762
The Breakfast Club,"Gustav Mahlerplein 114, 1082MA, Amsterdam",,https://thebreakfastclub.nl/locatie/zuidas/,,,,,52.3364537,4.8730281,2818885914
PANCAKES Amsterdam,"Gustav Mahlerlaan 525, 1082MK, Amsterdam",,https://pancakes.amsterdam/nl/locaties/7/pancakes-amsterdam-zuidas,,,pancake,,52.3365307,4.8726197,2818887926
Wurst & Schnitzelhaus,"George Gershwinplein 6, 1082MV, Amsterdam",,https://www.wush.nl/,,,german,Sa-Th 12:00-23:00; Fr 12:00-24:00,52.3356002,4.8731259,2818887944
Naan,"Buitenveldertselaan 28, 1081AA, Amsterdam",,https://indiannaan.nl/,,,indian,,52.3315076,4.8682732,2818966289
Wagyu Yakiniku Kanata,"Buitenveldertselaan 158A, 1081AB, Amsterdam",,https://nl.yakinikukanata.com/,,,japanese,,52.325683,4.8681652,2819053132
Il Re di Puglia,"Cornelis Krusemanstraat 11, 1075NB, Amsterdam",,,,,italian,,52.3512644,4.8634041,2822560396
Restaurant Foer,"Cruquiusweg 9, 1019AT, Amsterdam",,https://foeramsterdam.nl,,,,We-Mo 18:00-22:00+,52.3686243,4.9353422,2823881926
Food Brothers,"Overamstelstraat 1, 1091TL, Amsterdam",,https://www.foodbrothersamsterdam.nl/,,,burger;american,"Tu-Th 15:00-01:00, Fr 17:00-02:00, Sa 16:00-02:00, Su 15:00-22:00; Mo off",52.350094,4.912677,2825107803
Loetje,"Ruyschstraat 15-H, 1091BR, Amsterdam",+31 20 362 4709,https://www.loetje.nl/locaties/amsterdam-oost/,,,steak_house,"Mo-Th,Su 11:30-21:30; Fr-Sa 11:30-22:00",52.3571616,4.9082709,2825110156
Canvas,"Wibautstraat 150, 1091GR, Amsterdam",+31 20 2612 110,https://www.volkshotel.nl/canvas/,hello@volkshotel.nl,@canvasopde7e,,"Mo-Th 07:00-01:00, Fr 07:00-03:00, Sa 08:00-03:00, Su 08:00-01:00",52.35386,4.9118455,2825110161
Rijsel,"Marcusstraat 52, 1091TK, Amsterdam",,https://rijsel.com,,,french,Mo-Fr 18:00+,52.3515956,4.9128486,2825119337
Axum,"Blasiusstraat 62, 1091CV, Amsterdam",,https://www.axumrestaurantamsterdam.com/,,,ethiopian,,52.3566327,4.9098232,2825120061
Troef,"Schollenbrugstraat 8-H, 1091EX, Amsterdam",+31 6 2982 7120,https://troefamsterdam.nl/,,@troef.amsterdam,,Tu-Sa 17:30-23:00,52.3492011,4.913716,2825121921
New Draver,"Tweede Oosterparkstraat 2, 1091JC, Amsterdam",,https://www.newdraver.nl/,,,surinamese,,52.3557525,4.9123483,2825254435
Kilimanjaro,"Beukenweg 22A, 1091KE, Amsterdam",+31 20 663 5555,https://kilimanjaro-take-me-away-restaurant.business.site/,kilimanjarotakemeaway2@gmail.com,,ethiopian,Mo-Su 14:00-22:00,52.3565171,4.91832,2825255056
The Bab,"Camperstraat 36, 1091AG, Amsterdam",+31 6 40391687,https://www.thebab.company/,,,korean,"Tu-We,Fr 12:00-21:00; Sa 13:00-21:00; Su 13:00-20:00; Th 17:00-21:00",52.3580931,4.9132049,2825256233
Veganees,"Wibautstraat 95, 1091GK, Amsterdam",,,,,asian,,52.356249,4.9115256,2825262963
Miss Hotpot,"Linnaeusstraat 64-H, 1092CM, Amsterdam",,,,,,,52.3570307,4.9269363,2826203141
Marina Plaza,"Linnaeusstraat 74-H, 1092CN, Amsterdam",,,,,,,52.356753,4.9271066,2826204245
Local Dealer,"Dapperplein 23, 1093GP, Amsterdam",,https://localdealer.nl/,,,mexican,Tu-Fr 18:00-00:00; Sa 12:00-00:00; Su 12:00-22:00,52.3622014,4.928328,2826845086
Dapper,"Dapperstraat 26, 1093BW, Amsterdam",,,,,,,52.3641781,4.9263249,2826846625
Kim's So,"Linnaeusstraat 35F, 1093EE, Amsterdam",,https://linnaeusstraat.kimsso.nl/,,,korean,Mo-Th 17:00-22:00; Fr 17:00-22:30; Sa 13:00-22:30; Su 13:00-22:00,52.3618717,4.9246199,2826849939
Nefis EtliEkmek,"Eerste Van Swindenstraat 40E, 1093GE, Amsterdam",+31 20 362 1912,https://restaurantguru.com/Nefis-Houtoven-Amsterdam,,,turkish,12:00-24:00,52.3622458,4.9262782,2826851200
I Love Sushi,"Eerste Van Swindenstraat 6-H, 1093GC, Amsterdam",,,,,sushi,"We,Th,Su,Mo 16:00-21:30; Fr,Sa 16:00-22:00",52.3619579,4.9249236,2826854207
Mitts,"Javastraat 49, 1094HA, Amsterdam",,https://barmitts.nl/,,,,Mo-Su 17:00-24:00+,52.363817,4.9335216,2827534685
Vijfnulvijf,"Insulindeweg 505, 1094MK, Amsterdam",,https://vijfnulvijf.nl,,,asian,"Tu-Fr 15:00-23:00; Sa,Su 12:00-23:00",52.3618404,4.9393878,2827535932
Tres Amigos,"Wijttenbachstraat 10-H, 1093JB, Amsterdam",,,,,,,52.3600134,4.9259132,2827632097
Yangon Delight,"Linnaeusstraat 83-O, 1093EK, Amsterdam",,https://www.yangondelight.nl/,,,myanmarese,,52.3597516,4.925892,2827639861
Friet De Meer,"Wethouder Frankeweg 11-H, 1098KV, Amsterdam",,,,,friture,,52.3514773,4.9358929,2829424707
Moche,"Linnaeuskade 3-H, 1098BC, Amsterdam",+31 6 17273170,https://moche.nl/,hello@moche.nl,@moche_amsterdam,peruvian,"Mo,Su off; Tu-Th 17:00-23:00; Fr-Sa 17:00-01:00",52.35523,4.9290902,2829436740
Roef,"Middenweg 35, 1098AB, Amsterdam",,,,,,,52.3545814,4.9295751,2829438036
Tandoori Palace,"Hogeweg 40-H, 1098CD, Amsterdam",,https://tandooripalace020.nl,,,,,52.3546341,4.9324462,2829440102
SLA,"Middenweg 55B-H, 1098AD, Amsterdam",+31 20 233 7705,https://ilovesla.com,,,salad,Mo-Su 11:30-21:00,52.3540607,4.9303674,2829443827
Ela Palermo,"Niasstraat 16, 1095VA, Amsterdam",,https://www.elapalermo.nl/,,,pizza,,52.364923,4.9402975,2830020935
Badhuis,"Javaplein 21, 1095CJ, Amsterdam",+31 20 2158770,https://badhuisamsterdam.nl/,info@badhuisamsterdam.nl,@badhuis.ams,,"Mo-We 09:00-24:00, Th 09:00-01:00, Fr,Sa 09:00-03:00",52.3635511,4.9399238,2830024830
Spaghetteria Caffè Javaplein,"Javaplein 7A, 1095CH, Amsterdam",,https://www.spaghetteria.com/en/locations/amsterdam-caffe-javaplein/,,,pasta,"Mo-Su,PH 17:00+",52.3639344,4.9399655,2830049363
Grand Café Frankendael,"Middenweg 116, 1097BT, Amsterdam",,https://www.frankendael.com/,,,,,52.3490838,4.9374835,2830229341
De Kas,"Kamerlingh Onneslaan 3, 1097DE, Amsterdam",+31 20 462 4562,https://restaurantdekas.com,info@restaurantdekas.nl,,,"Mo-Sa 12:00-13:45,18:00-21:00",52.3522924,4.9305718,2830233516
Ciao Sorella,"Hartveldseweg 43, 1111BH, Diemen",,,,,italian,,52.3393089,4.956661,2830290533
Jai Ram's Roti,"Diemerplein 184, 1111JD, Diemen",+31 20 845 8439,https://www.jairamroti.nl/,,,surinamese,,52.3415822,4.9626972,2830300718
Döner House,"Diemerplein 192, 1111JD, Diemen",+31 20 331 1945,https://www.donerhouse.nl/,info@donerhouse.nl,,turkish,Tu 12:15-19:30; We-Sa 12:15-20:00; Su 14:00-20:00,52.3415229,4.9630647,2830301723
Bean There Brasserie,"Muiderstraatweg 2, 1111PS, Diemen",+31 20 337 4032,https://beanthere.nl/,amilcar.bouterse@gmail.com,,chicken;grill;drinks;coffee_shop,Mo-Su 16:00-22:00,52.3382778,4.9620654,2830302071
Drussius,"Diemerplein 44, 1111JD, Diemen",+31 20 699 6744,https://www.brasseriedrusius.nl/,,@drusius__diemen,,Mo 10:00-18:00; Tu-Sa 09:00-18:00; Fr 09:00-21:00; Su 12:00-18:00,52.3425139,4.9632486,2830311377
Hachi,"Muiderstraatweg 6, 1111PS, Diemen",+31 20 416 6158,https://hachi-diemen.nl/,,,japanese;oriental,,52.3381434,4.9626746,2830313327
Nomads,"Oranje-Vrijstaatkade 55, Amsterdam",+31 20 779 0469,https://www.nomads-amsterdam.nl,,,,,52.3564197,4.9300496,2835215280
Eetcafe de Avonden,"Middenweg 398, 1097VA, Amsterdam",,http://www.eetcafedeavonden.nl/,,,,,52.3429691,4.9472615,2839352290
The Lobby,"Fizeaustraat 2, 1097SC, Amsterdam",+31 20 758 5275,https://www.thelobbyfizeaustraat.nl/,,,,"Mo-Su 07:00-10:30,12:00-22:15",52.3453556,4.9253952,2840297696
Bloem op IJburg,"IJburglaan 1289, 1087GJ, Amsterdam",+31 20 416 0677,https://www.bloemopijburg.nl/,reserveren@bloemopijburg.nl,@bloemopijburg,italian,Tu-Sa 17:30-21:30,52.3545297,4.997163,2842366851
Suzushi,"IJburglaan 1291B, 1087GJ, Amsterdam",,,,,sushi,,52.3544273,4.9973678,2842366859
Mchi,"IJburglaan 1295, 1087JJ, Amsterdam",+31 20 776 6004,https://www.mchi.nl/,info@mchi.nl,,asian,Mo-Su 17:00-22:15,52.3541234,4.9979505,2842366862
Family,"IJburglaan 1363, 1087JJ, Amsterdam",+31 20 416 5588,https://ijburg.family.nl/,ijburg@family.nl,@family_eethuis,friture,We-Sa 11:30-21:30; Su-Tu 11:30-21:00,52.3533973,4.9993546,2842367676
Oriental Restaurant Gouden Kom,"Daguerrestraat 51, 1087BR, Amsterdam",+31 20 416 6775,http://goudenkomijburg.nl,,@goudenkomijburg,oriental,Mo-Th 15:00-21:30; Fr-Su 13:00-21:30,52.3579755,4.9910385,2842388725
Bagles & Beans,"IJburglaan 567, 1087BS, Amsterdam",,,,,coffee_shop,,52.3584586,4.9896988,2842389824
Tokoh Asian Deli,"IJburglaan 725, 1087BS, Amsterdam",+31 20 214 2132,,,,asian,Mo-Su 12:00-21:00,52.357853,4.9908398,2842393924
Il Sogno,"IJburglaan 905, 1087EN, Amsterdam",+31 20 237 4378,https://il-sogno.nl/,,@ilsognostore,italian,Mo-Su 16:00-21:30,52.3562017,4.9939576,2842398806
Silk Road Kebab House,"IJburglaan 500, 1087BT, Amsterdam",+31 20 362 0325,https://www.silkroadkebab.nl/,,,,Fr-Su 13:00-22:00; Mo-Th 14:00-22:00,52.3584926,4.9885638,2842798594
Vrijburcht,"Jan Olphert Vaillantlaan 159, 1086XZ, Amsterdam",+31 20 737 3169,https://cafevrijburcht.nl/,welkom@cafevrijburcht.nl,@caferestaurantvrijburcht,international,Mo-Su 11:00-00:00,52.3610261,4.975455,2842843426
Noorderlicht,"NDSM-plein 102, 1033WB, Amsterdam",+31 20 492 2770,https://noorderlichtcafe.nl/,info@noorderlichtcafe.nl,,,Mo-Su 11:00-24:00,52.3995686,4.8969802,2847025668
Locatie NRD,"Asterweg 14, 1031HN, Amsterdam",+31 20 637 0932,https://www.locatienrd.nl/,,,,,52.3897137,4.9047579,2847159782
De Kleine Kapitein,"Mosveld 47, 1031AC, Amsterdam",,https://www.dekleinekapitein.com/,,,,,52.3907731,4.9133991,2847189509
smaaQt,"Van der Pekstraat 79-H, 1031CT, Amsterdam",+31 20 636 9063,https://smaaqt.nl/,,,regional,,52.3893748,4.9097707,2847193665
Papillon,"Papaverweg 38, 1032KJ, Amsterdam",,,,,,,52.3965617,4.9068432,2847221902
Restaurant Klaproos,"Papaverhoek 39, 1032JZ, Amsterdam",+31 6 42897301,https://www.klaproosamsterdam.nl,,,,,52.3936769,4.9120903,2847221904
Turquoise Meating,"Kamperfoelieweg 160, 1032HV, Amsterdam",,,,,,,52.3969416,4.9141412,2847282343
Chuzo King,"Kamperfoelieweg 207, 1032HM, Amsterdam",+31 6 45212234,https://www.chuzoking.nl/,,,colombian,Fr-Su 16:00-22:00,52.3991113,4.9105623,2847283699
Pizzeria San Remo,"Mosveld 74, 1032GG, Amsterdam",,,,,pizza,,52.3918901,4.9140188,2847291385
Arabiya,"Waterlandplein 282, 1024NB, Amsterdam",,https://www.arabya.nl/,,,,,52.3930662,4.9542949,2848272847
Makan,"Buikslotermeerplein 286, 1025GB, Amsterdam",,,,,,,52.3981189,4.9395473,2848302468
CoCo,"Buikslotermeerplein 367, 1025XE, Amsterdam",,https://www.cocobyvh.nl,,,,,52.3982681,4.9409857,2848303782
Roezemoes,"Buikslotermeerplein 533, 1025XH, Amsterdam",,https://roezemoesamsterdam.nl,,,,,52.397864,4.9412923,2848305290
Adam Steakhouse Pizzeria,"Buikslotermeerplein 535, 1025XH, Amsterdam",,https://www.adamsteakhouse-amsterdam.nl/,,,pizza;steak_house,,52.397907,4.9411917,2848305295
Amsterdam Eet,"Purmerplein 17-H, 1023BC, Amsterdam",,https://www.amsterdameet.nl/,,,,,52.3914954,4.944362,2848346734
Puspita,"Purmerplein 5, 1023BC, Amsterdam",+31 20 636 8215,,,,indonesian,,52.3915738,4.9437716,2848350502
Tai Yu,"Purmerweg 57, 1023AX, Amsterdam",,,,,japanese;chinese,,52.3920244,4.9416949,2848350580
De Pizzabakkers Noord,"Waddenweg 2, 1025PV, Amsterdam",+31 20 737 0662,https://www.depizzabakkers.nl/vestigingen/amsterdam-noord/,,,pizza;italian,"Mo-Su 17:00-22:00; Fr,Sa 16:00-24:00",52.3910586,4.9253424,2848472227
Any Thaim Delivery,"Ooievaarsweg 14-H, 1021GZ, Amsterdam",,https://www.any-thaim-delivery.nl,,,thai,Mo-Su 16:00-21:15; Sa off,52.3835891,4.9127267,2848701163
Mount Everest,"Spreeuwenpark 3D, 1021GS, Amsterdam",+31 20 632 6055,https://mteveresttandoori.nl,,,indian,Mo-Su 15:00-23:00,52.3837966,4.9128714,2848703893
Restaurant Barracuda,"Aambeeldstraat 10, 1021KB, Amsterdam",+31 6 45212782,https://www.barracuda.amsterdam,,,fish;seafood,,52.3845389,4.9282457,2848742966
Matto NOORD,"Aambeeldstraat 12, 1021KB, Amsterdam",+31 6 57553853,https://mattonoord.nl,,,pizza;italian,Mo-Fr 17:00-21:30; Sa-Su 12:00-21:30,52.3844152,4.9289511,2848743578
Kwie Kwie,"Aambeeldstraat 28, 1021KB, Amsterdam",,https://www.kwiekwie.nl,,,surinamese,,52.3835826,4.9297018,2848744631
Chateau Amsterdam,"Johan van Hasseltweg 51, 1021KN, Amsterdam",+31 20 895 0610,https://chateau.amsterdam,,,italian;mediterranean,Th-Fr 17:30-00:00; Sa 12:30-00:00; Su 12:30-20:00,52.3862683,4.9265497,2848745248
Little Saigon,"Johan van Hasseltweg 104, 1022WZ, Amsterdam",+31 20 895 0986,https://www.littlesaigon.nl/,,,vietnamese,12:00-22:00,52.3871539,4.9254829,2848792790
Poppy's Zuid,"Heemstedestraat 25, 1059CX, Amsterdam",,,,,,,52.3514801,4.847831,2853649353
EYE Bar Restaurant,"IJpromenade 1, Amsterdam",,http://eyebarrestaurant.nl/,,,,"Su-Th 10:00-01:00, Fr,Sa 10:00-02:00",52.3842879,4.9007141,2857702686
Chicanos / Tex Mex,Amsterdam,,,,,mexican,,52.3636279,4.8843666,2858494941
Fook Long,"Agatha Christiesingel 20, 1102WK, Amsterdam",,,,,chinese;indonesian,,52.3218067,4.9425753,2861997766
Annie's Place,"Agatha Christiesingel 28, 1102WK, Amsterdam",+31 20 341 3317,,,,,,52.3220158,4.9432039,2861998358
Shanta's Roti's Afhaalcenter,"Agatha Christiesingel 30, 1102WK, Amsterdam",,,,,surinam;roti,,52.3220431,4.9432916,2861998472
China Town,"Holendrechtplein 9, 1106LN, Amsterdam",,https://chinatown020.nl,,,chinese,,52.3001068,4.9636834,2862443725
Smeltkroes 2.0,"Bijlmerdreef 1315, 1103TV, Amsterdam",,https://www.psmk.nl/,,,surinamese;javanese,Mo-Fr 12:00-20:30; Sa 13:00-20:30,52.3231206,4.976172,2862569343
Arena Food Express,"Bijlmerplein 127, 1102DB, Amsterdam",,https://arenafoodexpress.nl/,,,indian,,52.3143762,4.9529005,2862829878
Grand Cafe Hoekenrode,"Hoekenrode 2, 1102BR, Amsterdam",+31 20 696 0322,https://www.hoekenrode.nl,,,,Mo-Su 12:00-23:30; Mo-Fr 10:00-12:00,52.3132299,4.9484132,2862831301
Zo Fusion,"Hoekenrode 4, 1102BR, Amsterdam",+31 20 624 0095,https://zofusion.nl,info@zofusion.nl,,,,52.3131423,4.9488565,2862834846
Marmaris grill & pizza,"Hoekenrode 5, 1102BR, Amsterdam",+31 20 697 3641,https://www.marmarisgrillpizzaamsterdam.nl,,,turkish,Mo-Su 10:30-24:00,52.3130392,4.9489493,2862835839
Kam Yin,"Bijlmerplein 525, 1102DP, Amsterdam",+31 20 409 5888,https://www.kamyin.nl/,,,chinese;surinamese,,52.3155781,4.9550441,2862835887
Wenbo,"Bijlmerplein 561A, 1102DS, Amsterdam",,,,,chinese;surinamese,,52.3146523,4.9544963,2862836639
Queen D,"Bijlmerplein 561B, 1102DS, Amsterdam",,,,,crab;suriname,,52.3146169,4.95448,2862836640
Lucky King & Hong,"Bijlmerplein 561D, 1102DS, Amsterdam",,https://www.luckykingenhong.nl,,,,,52.3147164,4.9545901,2862836642
Little Chinatown Asian Cuisine,"Bijlmerplein 992, 1102MK, Amsterdam",+31 20 400 1726,https://www.littlechinatown.nl/,,,asian,Sa-Th 13:00-22:00; Fr 12:00-22:00,52.3134649,4.9510749,2862840526
Absolute Taste,"Hoogoorddreef 7A, 1101BA, Amsterdam",+31 20 697 7568,https://www.absolutetaste.nl/,absolutetaste@vermaatgroep.nl,,,Mo-Fr 10:00-21:00,52.3082861,4.9465816,2862921318
Asian Kitchen,"Johan Cruijff Boulevard 81, 1101DL, Amsterdam",+31 20 365 7971,http://www.asiankitchen.nl/Arena,,,asian,,52.3134502,4.9431282,2862921341
YamYam,"Frederik Hendrikstraat 88-90, 1052HZ, Amsterdam",+31 20 681 5097,https://www.yamyam.nl/,,,italian,,52.3760622,4.8734145,2891887847
Het Plantsoen,Amsterdam,,,,,,"Mo-Th 09:00-22:00, Fr 09:00-01:00, Sa,Su 09:00-18:00",52.378159,4.878263,2925638801
THT,"Buiksloterweg 5c, 1031KT, Amsterdam",+31 20 760 4820,https://www.tht.nl/,info@tht.nl,,,,52.3831385,4.9031106,2947885602
Solo,"Van Baerlestraat 35, 1071AP, Amsterdam",+31 20 662 2655,https://www.facebook.com/Soloetenendrinken,,,,,52.3560295,4.8803931,2995645180
Rooz,"Amsterdamseweg 470, 1181BW, Amstelveen",,https://www.rooz.nl/,,,,,52.3176284,4.8574307,3007202410
Red,"Keizersgracht 594, 1017EN, Amsterdam",,https://www.restaurantred.nl,,,,,52.3640505,4.8891462,3039470476
Sampurna,"Singel 498, 1017AX, Amsterdam",+31 20 625 3264,https://www.sampurna.com,info@sampurna.com,@sampurna.amsterdam,indonesian,Mo-Su 12:00-22:00,52.3668568,4.8902457,3050597468
Studio 2,"Singel 504, 1017AX, Amsterdam",,,,,,,52.36682,4.8904656,3050600519
Gustavino,"Gustav Mahlerplein 16, Amsterdam",,http://www.restaurantgustavino.com,,,italian,,52.3373924,4.8729737,3064813095
Restaurant Elements ROC Van Amsterdam,"Roelof Hartstraat 6-8, 1071VH, Amsterdam",,https://www.heerlijkamsterdam.nl/,,,regional,,52.3524917,4.8830301,3083675087
de Plantage,"Plantage Kerklaan 36, 1018CZ, Amsterdam",,https://caferestaurantdeplantage.nl,,,fine_dining;local,Mo-Fr 09:00-01:00; Sa-Su 10:00-01:00,52.3665845,4.912559,3085036459
Amarylles,"Singel 540, Amsterdam",,,,,,,52.3666156,4.8920349,3087926616
Ter Marsch & Co,"Vijzelstraat 4, Amsterdam",,,,,burger,,52.3665599,4.8930568,3087932808
Dolce Verona,"Kostverlorenhof 52, 1183HG, Amstelveen",,https://www.dolce-verona.nl/,,,italian,,52.3131269,4.875313,3098837684
Namu,"Kostverlorenhof 54, 1183HG, Amstelveen",,https://www.facebook.com/pages/Namu/722902831095513,,,korean;japanese,,52.3131154,4.8751734,3098840542
